action,month,day,hour,count,sum,avg,std,step
CASH_IN,1,34,17,8,39955,4994.375,5772.809069558028,809
CASH_OUT,1,34,17,5,37700,7540.0,10039.945218974055,809
PAYMENT,1,34,17,166,1471370,8863.674698795181,15804.675307207832,809
TRANSFER,1,34,17,201,4086460,20330.646766169153,51974.2421573379,809
CASH_IN,1,34,18,7,24800,3542.8571428571427,4854.587913461225,810
CASH_OUT,1,34,18,5,29050,5810.0,4864.848404626808,810
PAYMENT,1,34,18,151,2105740,13945.298013245034,50260.948688591845,810
TRANSFER,1,34,18,200,2741665,13708.325,46769.06413022888,810
CASH_IN,1,34,19,6,44850,7475.0,11494.596556643473,811
CASH_OUT,1,34,19,5,44150,8830.0,11120.735137570717,811
PAYMENT,1,34,19,154,3417375,22190.746753246753,156944.46379409244,811
TRANSFER,1,34,19,232,2979765,12843.814655172413,30905.430090628255,811
CASH_IN,1,34,20,3,11750,3916.6666666666665,4129.568177586288,812
CASH_OUT,1,34,20,3,22445,7481.666666666667,10424.191015773518,812
PAYMENT,1,34,20,115,1055445,9177.782608695652,14686.83564665907,812
TRANSFER,1,34,20,215,3026920,14078.697674418605,50669.17511604944,812
CASH_IN,1,34,21,15,36905,2460.3333333333335,1803.8930783434027,813
CASH_OUT,1,34,21,6,66200,11033.333333333334,11667.076183288882,813
PAYMENT,1,34,21,149,1460575,9802.51677852349,17904.655164571486,813
TRANSFER,1,34,21,231,2066895,8947.597402597403,19686.73489517403,813
CASH_IN,1,34,22,4,5200,1300.0,500.0,814
CASH_OUT,1,34,22,6,48750,8125.0,3428.811747530039,814
PAYMENT,1,34,22,143,3422325,23932.34265734266,134396.4728324007,814
TRANSFER,1,34,22,214,1632680,7629.345794392523,12706.46552888223,814
CASH_IN,1,34,23,8,29350,3668.75,3288.2841270182234,815
CASH_OUT,1,34,23,3,31855,10618.333333333334,17222.057319999065,815
PAYMENT,1,34,23,132,1658065,12561.098484848484,19228.031891624818,815
TRANSFER,1,34,23,193,2229145,11549.974093264249,23243.70774228372,815
CASH_IN,1,35,0,4,21000,5250.0,3144.307024873154,816
CASH_OUT,1,35,0,1,505,505.0,0.0,816
PAYMENT,1,35,0,107,1747750,16334.11214953271,39738.679667350356,816
TRANSFER,1,35,0,153,1412365,9231.143790849674,16576.5143340218,816
CASH_IN,1,35,1,8,71800,8975.0,11188.067623269764,817
CASH_OUT,1,35,1,2,1555,777.5,385.3731957466684,817
PAYMENT,1,35,1,65,561065,8631.76923076923,13080.95790496776,817
TRANSFER,1,35,1,118,4430545,37546.99152542373,213420.86961704082,817
CASH_IN,1,35,2,5,28700,5740.0,9382.457034274124,818
CASH_OUT,1,35,2,6,47200,7866.666666666667,7802.606402136831,818
PAYMENT,1,35,2,55,451870,8215.818181818182,14565.549244060272,818
TRANSFER,1,35,2,95,991100,10432.631578947368,17552.72772101044,818
CASH_IN,1,35,3,4,14200,3550.0,2516.6114784235833,819
CASH_OUT,1,35,3,3,34535,11511.666666666666,16476.7611602928,819
PAYMENT,1,35,3,43,726000,16883.720930232557,27399.49784674163,819
TRANSFER,1,35,3,63,759835,12060.873015873016,24060.055615930723,819
CASH_IN,1,35,4,2,3600,1800.0,353.5533905932738,820
CASH_OUT,1,35,4,2,2300,1150.0,141.4213562373095,820
PAYMENT,1,35,4,36,457010,12694.722222222223,20878.145030644722,820
TRANSFER,1,35,4,50,253390,5067.8,6439.706400963652,820
CASH_IN,1,35,5,2,3100,1550.0,707.1067811865476,821
CASH_OUT,1,35,5,4,25650,6412.5,7584.564918306125,821
PAYMENT,1,35,5,21,265485,12642.142857142857,18789.488389218357,821
TRANSFER,1,35,5,92,2412315,26220.815217391304,44863.980879677554,821
CASH_IN,1,35,6,1,30500,30500.0,0.0,822
CASH_OUT,1,35,6,1,15500,15500.0,0.0,822
PAYMENT,1,35,6,27,238640,8838.518518518518,11974.02531883837,822
TRANSFER,1,35,6,41,336680,8211.707317073171,12384.299365010324,822
CASH_IN,1,35,7,1,2050,2050.0,0.0,823
CASH_OUT,1,35,7,1,1050,1050.0,0.0,823
PAYMENT,1,35,7,29,508205,17524.310344827587,41964.24474487047,823
TRANSFER,1,35,7,61,2468600,40468.852459016394,152997.34132601085,823
CASH_IN,1,35,8,1,1050,1050.0,0.0,824
PAYMENT,1,35,8,43,251235,5842.674418604651,9742.069934349609,824
TRANSFER,1,35,8,71,596175,8396.830985915492,25815.80844919082,824
CASH_IN,1,35,9,2,15100,7550.0,2121.3203435596424,825
CASH_OUT,1,35,9,1,52500,52500.0,0.0,825
PAYMENT,1,35,9,61,565410,9269.016393442624,15967.66839636875,825
TRANSFER,1,35,9,128,2407985,18812.3828125,40834.1624382502,825
CASH_IN,1,35,10,2,3600,1800.0,353.5533905932738,826
CASH_OUT,1,35,10,4,20650,5162.5,4109.009410226914,826
PAYMENT,1,35,10,98,1209690,12343.775510204081,28119.720059366275,826
TRANSFER,1,35,10,159,2338840,14709.685534591195,30475.980797944612,826
CASH_IN,1,35,11,5,13750,2750.0,2819.5744359743367,827
CASH_OUT,1,35,11,3,47350,15783.333333333334,12747.189232663542,827
PAYMENT,1,35,11,97,1123915,11586.752577319588,23505.259750936122,827
TRANSFER,1,35,11,150,2037260,13581.733333333334,36930.79646917833,827
CASH_IN,1,35,12,3,68500,22833.333333333332,6806.8592855540455,828
CASH_OUT,1,35,12,3,12850,4283.333333333333,2250.185177565023,828
PAYMENT,1,35,12,127,2041275,16073.031496062993,33329.80120070273,828
TRANSFER,1,35,12,185,2540625,13733.108108108108,31847.64571684445,828
CASH_IN,1,35,13,7,28800,4114.285714285715,7263.763618453033,829
CASH_OUT,1,35,13,3,37000,12333.333333333334,7142.886904699901,829
PAYMENT,1,35,13,122,2538350,20806.147540983606,95943.86571588088,829
TRANSFER,1,35,13,178,2040690,11464.550561797752,29692.532180852962,829
CASH_IN,1,35,14,3,5150,1716.6666666666667,1154.7005383792516,830
CASH_OUT,1,35,14,5,56735,11347.0,12599.257716230746,830
PAYMENT,1,35,14,128,1612625,12598.6328125,44912.7002613918,830
TRANSFER,1,35,14,189,3604525,19071.560846560846,75996.35318149092,830
CASH_IN,1,35,15,3,5650,1883.3333333333333,763.7626158259734,831
CASH_OUT,1,35,15,3,8450,2816.6666666666665,2040.424792373719,831
PAYMENT,1,35,15,128,1593845,12451.9140625,26801.175451078365,831
TRANSFER,1,35,15,199,2279560,11455.075376884422,25756.339640682818,831
CASH_IN,1,35,16,10,107205,10720.5,11530.784027019923,832
CASH_OUT,1,35,16,4,52550,13137.5,6556.850743052389,832
PAYMENT,1,35,16,178,1380095,7753.342696629214,17061.56463442175,832
TRANSFER,1,35,16,227,1849000,8145.374449339207,15628.130262470944,832
CASH_IN,1,35,17,11,74105,6736.818181818182,9429.640044224188,833
CASH_OUT,1,35,17,3,19600,6533.333333333333,6917.4296767898795,833
PAYMENT,1,35,17,153,1406195,9190.816993464052,20861.02897952806,833
TRANSFER,1,35,17,214,2026420,9469.252336448599,20376.987034693906,833
CASH_IN,1,35,18,4,13165,3291.25,2767.5752775067685,834
PAYMENT,1,35,18,161,2591645,16097.173913043478,77127.23861982592,834
TRANSFER,1,35,18,217,1849580,8523.410138248848,15187.794940970552,834
CASH_IN,1,35,19,14,81975,5855.357142857143,9362.618894035208,835
CASH_OUT,1,35,19,2,21000,10500.0,0.0,835
PAYMENT,1,35,19,152,1187125,7810.0328947368425,14963.64899428198,835
TRANSFER,1,35,19,211,2450885,11615.568720379148,20445.62014824802,835
CASH_IN,1,35,20,10,72400,7240.0,10008.01900699856,836
CASH_OUT,1,35,20,3,51055,17018.333333333332,15518.247592216505,836
PAYMENT,1,35,20,170,1500345,8825.558823529413,14172.6675385843,836
TRANSFER,1,35,20,233,2342530,10053.776824034334,22783.02040695594,836
CASH_IN,1,35,21,4,32650,8162.5,11711.132524226681,837
CASH_OUT,1,35,21,8,22355,2794.375,2762.3417052255813,837
PAYMENT,1,35,21,156,2019480,12945.384615384615,30983.084904084313,837
TRANSFER,1,35,21,226,2558225,11319.579646017699,20427.906656778916,837
CASH_IN,1,35,22,13,51840,3987.6923076923076,3368.119910390548,838
CASH_OUT,1,35,22,5,80090,16018.0,16681.94105912139,838
PAYMENT,1,35,22,171,2673265,15633.12865497076,81283.53223896076,838
TRANSFER,1,35,22,225,2490345,11068.2,24230.934644213437,838
CASH_IN,1,35,23,4,13105,3276.25,4822.681437748091,839
CASH_OUT,1,35,23,2,4100,2050.0,1414.213562373095,839
PAYMENT,1,35,23,141,2086660,14799.00709219858,65157.40727877995,839
TRANSFER,1,35,23,223,3337035,14964.282511210762,34940.360782983524,839
CASH_IN,1,36,0,11,102800,9345.454545454546,11187.279708344084,840
CASH_OUT,1,36,0,5,70100,14020.0,13365.562090686646,840
PAYMENT,1,36,0,98,2524160,25756.73469387755,107544.31972783455,840
TRANSFER,1,36,0,178,3417525,19199.578651685395,44288.28705221283,840
CASH_IN,1,36,1,3,35600,11866.666666666666,16206.505895267286,841
PAYMENT,1,36,1,56,852475,15222.767857142857,27625.71553856763,841
TRANSFER,1,36,1,164,1482885,9041.981707317073,14960.858764627226,841
CASH_IN,1,36,2,2,2100,1050.0,0.0,842
PAYMENT,1,36,2,61,3326265,54528.934426229505,162316.6310002222,842
TRANSFER,1,36,2,109,1185855,10879.40366972477,20607.24231875022,842
CASH_IN,1,36,3,3,3150,1050.0,0.0,843
PAYMENT,1,36,3,63,2130125,33811.50793650794,82503.43377817348,843
TRANSFER,1,36,3,75,1021070,13614.266666666666,46539.06760245961,843
CASH_IN,1,36,4,7,76250,10892.857142857143,13313.728145897268,844
CASH_OUT,1,36,4,1,10500,10500.0,0.0,844
PAYMENT,1,36,4,41,260970,6365.121951219512,10177.977972552117,844
TRANSFER,1,36,4,58,767010,13224.310344827587,29376.372165760957,844
CASH_IN,1,36,5,8,49555,6194.375,9954.702922129678,845
CASH_OUT,1,36,5,4,5345,1336.25,1157.3127998370478,845
PAYMENT,1,36,5,159,10412190,65485.47169811321,180137.06889863068,845
TRANSFER,1,36,5,1400,65856995,47040.71071428571,60196.19955438947,845
CASH_IN,1,36,6,1,2050,2050.0,0.0,846
CASH_OUT,1,36,6,5,83350,16670.0,10260.09259217479,846
PAYMENT,1,36,6,130,14758640,113528.0,377641.38707306056,846
TRANSFER,1,36,6,996,58728215,58964.07128514056,246572.12782697397,846
CASH_IN,1,36,7,2,3100,1550.0,707.1067811865476,847
CASH_OUT,1,36,7,2,5795,2897.5,3044.0946930080872,847
PAYMENT,1,36,7,186,7601160,40866.45161290323,147534.01461317803,847
TRANSFER,1,36,7,340,16135980,47458.76470588235,132069.91514934468,847
CASH_IN,1,36,8,2,14550,7275.0,4560.838738653231,848
CASH_OUT,1,36,8,3,31600,10533.333333333334,11273.900537672547,848
DEBIT,1,36,8,1,435000,435000.0,0.0,848
PAYMENT,1,36,8,195,16659800,85434.8717948718,394372.21373644006,848
TRANSFER,1,36,8,226,6492950,28729.867256637168,93376.72670653404,848
CASH_IN,1,36,9,5,42215,8443.0,6601.590338698698,849
CASH_OUT,1,36,9,5,40315,8063.0,12670.51577482148,849
DEBIT,1,36,9,18,8055500,447527.77777777775,633775.7181745861,849
PAYMENT,1,36,9,341,60432140,177220.35190615835,679121.7781891244,849
TRANSFER,1,36,9,861,48692370,56553.275261324045,222224.84327596572,849
CASH_IN,1,36,10,11,130405,11855.0,7030.851655382868,850
CASH_OUT,1,36,10,12,779115,64926.25,67286.07174273278,850
DEBIT,1,36,10,20,7250050,362502.5,634872.6995222619,850
PAYMENT,1,36,10,393,51762300,131710.68702290076,540656.2747846987,850
TRANSFER,1,36,10,906,44024450,48592.10816777042,193076.55075346303,850
CASH_IN,1,36,11,5,20210,4042.0,6443.916316961293,851
CASH_OUT,1,36,11,8,269900,33737.5,49583.585633611794,851
DEBIT,1,36,11,15,6835500,455700.0,1075665.1125167694,851
PAYMENT,1,36,11,375,46505655,124015.08,591999.654451517,851
TRANSFER,1,36,11,967,44575080,46096.25646328852,185575.62632403354,851
CASH_OUT,1,36,12,6,23700,3950.0,2565.93063039514,852
DEBIT,1,36,12,11,2196250,199659.0909090909,373947.5276146252,852
PAYMENT,1,36,12,359,38135385,106226.69916434541,480545.9855150086,852
TRANSFER,1,36,12,893,35293350,39522.22844344905,90321.74342468767,852
CASH_IN,1,36,13,3,28050,9350.0,6798.345386930559,853
CASH_OUT,1,36,13,13,124000,9538.461538461539,8648.70303008284,853
DEBIT,1,36,13,9,3493650,388183.3333333333,963682.1714133762,853
PAYMENT,1,36,13,406,41946295,103315.99753694581,498026.1727281749,853
TRANSFER,1,36,13,1256,92767755,73859.6775477707,308939.7641002307,853
CASH_IN,1,36,14,5,14325,2865.0,3334.0853318414033,854
CASH_OUT,1,36,14,14,215065,15361.785714285714,18410.697831501584,854
DEBIT,1,36,14,20,2986900,149345.0,189208.51690244034,854
PAYMENT,1,36,14,409,66030810,161444.52322738388,631854.5476648367,854
TRANSFER,1,36,14,1678,92039945,54850.98033373063,197764.99317754153,854
CASH_IN,1,36,15,8,95650,11956.25,16366.54770953763,855
CASH_OUT,1,36,15,11,126195,11472.272727272728,9540.375087918808,855
DEBIT,1,36,15,20,6781200,339060.0,796127.4566695698,855
PAYMENT,1,36,15,447,51836860,115966.12975391498,517837.1893011628,855
TRANSFER,1,36,15,1400,61960160,44257.25714285715,158631.39131541067,855
CASH_IN,1,36,16,3,18300,6100.0,4235.858826731599,856
CASH_OUT,1,36,16,7,78950,11278.57142857143,8927.338962556589,856
DEBIT,1,36,16,4,127595,31898.75,22587.887748009256,856
PAYMENT,1,36,16,312,11039430,35382.78846153846,237452.6839455369,856
TRANSFER,1,36,16,502,14885020,29651.43426294821,140549.080089507,856
CASH_IN,1,36,17,7,76950,10992.857142857143,17097.4274032535,857
CASH_OUT,1,36,17,9,114135,12681.666666666666,11877.032457646985,857
DEBIT,1,36,17,1,5000000,5000000.0,0.0,857
PAYMENT,1,36,17,293,4713515,16087.081911262798,30331.08764123232,857
TRANSFER,1,36,17,566,12256365,21654.35512367491,45801.922419553135,857
CASH_IN,1,36,18,11,105755,9614.09090909091,10103.58520976139,858
CASH_OUT,1,36,18,13,354850,27296.153846153848,52278.7618666289,858
PAYMENT,1,36,18,255,4501445,17652.725490196077,52453.695434050474,858
TRANSFER,1,36,18,470,8173490,17390.40425531915,38053.74537470722,858
CASH_IN,1,36,19,10,33770,3377.0,3669.4907306358223,859
CASH_OUT,1,36,19,4,111550,27887.5,20008.34721643278,859
PAYMENT,1,36,19,258,5057635,19603.236434108527,57879.36659738345,859
TRANSFER,1,36,19,472,13755570,29143.156779661018,120388.16224222511,859
CASH_IN,1,36,20,9,59950,6661.111111111111,7018.759584934584,860
CASH_OUT,1,36,20,7,47300,6757.142857142857,10563.71259593538,860
PAYMENT,1,36,20,232,3633900,15663.362068965518,37283.23297911317,860
TRANSFER,1,36,20,418,6333610,15152.177033492822,32234.158839474745,860
CASH_IN,1,36,21,7,36250,5178.571428571428,5587.027917630353,861
CASH_OUT,1,36,21,9,118575,13175.0,15519.534061949154,861
PAYMENT,1,36,21,260,4032650,15510.192307692309,34681.97068367677,861
TRANSFER,1,36,21,392,5498975,14027.997448979591,27195.78131319797,861
CASH_IN,1,36,22,6,12800,2133.3333333333335,1625.3204812179865,862
CASH_OUT,1,36,22,10,68495,6849.5,8109.469927190063,862
PAYMENT,1,36,22,213,3488075,16375.93896713615,29056.199616303657,862
TRANSFER,1,36,22,385,7236300,18795.584415584417,109265.68533822043,862
CASH_IN,1,36,23,6,29750,4958.333333333333,7650.517411696196,863
CASH_OUT,1,36,23,3,22600,7533.333333333333,3471.4310209671935,863
PAYMENT,1,36,23,212,3499205,16505.68396226415,68200.63987781382,863
TRANSFER,1,36,23,357,8352015,23395.0,48554.13021520471,863
CASH_IN,1,37,0,7,16755,2393.5714285714284,3623.033621020873,864
CASH_OUT,1,37,0,3,24600,8200.0,5455.960043841964,864
PAYMENT,1,37,0,129,2402645,18625.15503875969,48797.9681351222,864
TRANSFER,1,37,0,276,6354175,23022.373188405796,104960.24677026429,864
CASH_IN,1,37,1,9,84155,9350.555555555555,8133.391990908699,865
CASH_OUT,1,37,1,2,10605,5302.5,7350.374990434161,865
PAYMENT,1,37,1,92,1964895,21357.554347826088,58514.538826841104,865
TRANSFER,1,37,1,165,1866610,11312.787878787878,28379.422677524788,865
CASH_IN,1,37,2,3,5850,1950.0,793.7253933193772,866
CASH_OUT,1,37,2,1,2850,2850.0,0.0,866
PAYMENT,1,37,2,71,574445,8090.774647887324,11365.722862055996,866
TRANSFER,1,37,2,115,1171865,10190.130434782608,21119.834689395626,866
CASH_IN,1,37,3,3,36600,12200.0,15973.963190141638,867
CASH_OUT,1,37,3,2,285500,142750.0,158745.4723763799,867
PAYMENT,1,37,3,51,2767285,54260.490196078434,285872.7874479396,867
TRANSFER,1,37,3,100,3306505,33065.05,166590.7539428281,867
CASH_IN,1,37,4,4,4855,1213.75,580.7376774413729,868
CASH_OUT,1,37,4,2,59850,29925.0,29097.44404582643,868
PAYMENT,1,37,4,57,2262695,39696.40350877193,121959.1768890692,868
TRANSFER,1,37,4,60,1907555,31792.583333333332,199518.52349222705,868
CASH_IN,1,37,5,1,905,905.0,0.0,869
CASH_OUT,1,37,5,2,39000,19500.0,0.0,869
PAYMENT,1,37,5,79,11300675,143046.51898734178,428293.1545445414,869
TRANSFER,1,37,5,1141,57659025,50533.76424189308,91620.62751017115,869
CASH_IN,1,37,6,2,3755,1877.5,1658.165401882454,870
CASH_OUT,1,37,6,7,677000,96714.28571428571,181436.13824678026,870
PAYMENT,1,37,6,53,3217530,60708.11320754717,283068.2738404737,870
TRANSFER,1,37,6,83,2543215,30641.14457831325,75145.23277856485,870
CASH_IN,1,37,7,4,34650,8662.5,8553.78814717004,871
CASH_OUT,1,37,7,1,4550,4550.0,0.0,871
PAYMENT,1,37,7,100,5699915,56999.15,246760.6205507135,871
TRANSFER,1,37,7,139,3618960,26035.68345323741,124403.43179536604,871
CASH_IN,1,37,8,6,85100,14183.333333333334,9427.654356554798,872
CASH_OUT,1,37,8,1,405000,405000.0,0.0,872
PAYMENT,1,37,8,160,15655470,97846.6875,577190.6530630048,872
TRANSFER,1,37,8,207,6229600,30094.685990338163,138226.05238533003,872
CASH_IN,1,37,9,5,44150,8830.0,5503.7032986889835,873
CASH_OUT,1,37,9,10,99005,9900.5,9991.577133321402,873
DEBIT,1,37,9,10,8121000,812100.0,1537482.2094725012,873
PAYMENT,1,37,9,276,30070780,108952.10144927536,471633.01404677005,873
TRANSFER,1,37,9,511,16425155,32143.16046966732,78682.2042050823,873
CASH_IN,1,37,10,4,55850,13962.5,11615.60552303093,874
CASH_OUT,1,37,10,7,78900,11271.42857142857,11155.748037927096,874
DEBIT,1,37,10,8,507300,63412.5,67511.30460893198,874
PAYMENT,1,37,10,306,40341830,131836.045751634,567451.8190086978,874
TRANSFER,1,37,10,517,17370540,33598.72340425532,101669.59843743435,874
CASH_IN,1,37,11,2,8355,4177.5,5193.699307815192,875
CASH_OUT,1,37,11,3,41050,13683.333333333334,10590.12905177899,875
DEBIT,1,37,11,8,4634505,579313.125,881741.635356402,875
PAYMENT,1,37,11,278,33987655,122257.75179856115,547474.7626056783,875
TRANSFER,1,37,11,563,28154805,50008.534635879216,266887.13224947517,875
CASH_IN,1,37,12,4,33605,8401.25,14738.679483477028,876
CASH_OUT,1,37,12,18,324300,18016.666666666668,15709.485706937403,876
DEBIT,1,37,12,11,1284000,116727.27272727272,162830.33556993667,876
PAYMENT,1,37,12,268,17804195,66433.56343283581,336212.98381426034,876
TRANSFER,1,37,12,505,18562815,36758.0495049505,123526.86537371165,876
CASH_IN,1,37,13,2,4600,2300.0,353.5533905932738,877
CASH_OUT,1,37,13,10,155425,15542.5,24904.427791280632,877
DEBIT,1,37,13,6,5746750,957791.6666666666,1985852.9302082434,877
PAYMENT,1,37,13,301,47057480,156337.14285714287,653086.8473930628,877
TRANSFER,1,37,13,595,25626460,43069.68067226891,99908.40941853174,877
CASH_IN,1,37,14,1,3050,3050.0,0.0,878
CASH_OUT,1,37,14,5,48065,9613.0,8797.490835459846,878
DEBIT,1,37,14,14,8922350,637310.7142857143,1320958.4290289106,878
PAYMENT,1,37,14,334,57431890,171951.76646706587,771984.7041458515,878
TRANSFER,1,37,14,810,46010455,56803.03086419753,248236.6333485009,878
CASH_IN,1,37,15,4,29675,7418.75,13395.387499061011,879
CASH_OUT,1,37,15,3,23765,7921.666666666667,6278.009902296534,879
DEBIT,1,37,15,13,3128845,240680.38461538462,343376.894427862,879
PAYMENT,1,37,15,306,34529555,112841.68300653595,554835.119540129,879
TRANSFER,1,37,15,632,35655380,56416.740506329115,223322.944462924,879
CASH_IN,1,37,16,8,19300,2412.5,2658.644928745254,880
CASH_OUT,1,37,16,4,31650,7912.5,8639.577053691151,880
DEBIT,1,37,16,3,71925,23975.0,20578.553763566575,880
PAYMENT,1,37,16,282,13247595,46977.28723404255,311612.2724574315,880
TRANSFER,1,37,16,376,13604565,36182.35372340425,273781.341826122,880
CASH_IN,1,37,17,7,67735,9676.42857142857,8725.339876038122,881
CASH_OUT,1,37,17,5,36655,7331.0,11542.25627856183,881
PAYMENT,1,37,17,229,9270470,40482.40174672489,173723.07373751927,881
TRANSFER,1,37,17,405,6543585,16157.0,50452.23308700367,881
CASH_IN,1,37,18,3,22700,7566.666666666667,7328.426388613952,882
CASH_OUT,1,37,18,11,97710,8882.727272727272,9637.587707418377,882
PAYMENT,1,37,18,236,9927360,42065.08474576271,329208.2869439134,882
TRANSFER,1,37,18,381,10627510,27893.727034120733,189689.28697247308,882
CASH_IN,1,37,19,5,25050,5010.0,3756.0617673302445,883
CASH_OUT,1,37,19,8,136200,17025.0,24250.729002297172,883
PAYMENT,1,37,19,229,2636430,11512.794759825327,23508.719412741102,883
TRANSFER,1,37,19,365,5389385,14765.438356164384,34851.889019304384,883
CASH_IN,1,37,20,5,27400,5480.0,4551.593127686173,884
CASH_OUT,1,37,20,3,10950,3650.0,1311.4877048604,884
PAYMENT,1,37,20,252,3523025,13980.257936507936,26728.915815465774,884
TRANSFER,1,37,20,367,6046220,16474.713896457764,46286.80763808435,884
CASH_IN,1,37,21,11,31955,2905.0,2956.480170743582,885
CASH_OUT,1,37,21,5,85395,17079.0,14424.851125748231,885
PAYMENT,1,37,21,237,3859320,16284.050632911392,39959.63308274484,885
TRANSFER,1,37,21,360,4736575,13157.152777777777,25626.911250504178,885
CASH_IN,1,37,22,9,92350,10261.111111111111,10800.57225850145,886
CASH_OUT,1,37,22,4,23565,5891.25,4482.927568379098,886
PAYMENT,1,37,22,200,2305890,11529.45,23668.279579189813,886
TRANSFER,1,37,22,311,8368915,26909.694533762056,165684.16491291573,886
CASH_IN,1,37,23,4,47555,11888.75,13918.141862930794,887
CASH_OUT,1,37,23,2,14550,7275.0,4560.838738653231,887
PAYMENT,1,37,23,183,2564125,14011.612021857924,36190.352567404494,887
TRANSFER,1,37,23,340,6073225,17862.426470588234,76148.5292591256,887
CASH_IN,1,38,0,6,660650,110108.33333333333,237970.644022885,888
CASH_OUT,1,38,0,4,32335,8083.75,9492.025929694883,888
PAYMENT,1,38,0,155,5385270,34743.67741935484,230069.7448157201,888
TRANSFER,1,38,0,248,5230435,21090.46370967742,54045.6032237641,888
CASH_IN,1,38,1,2,32550,16275.0,20117.187924757276,889
CASH_OUT,1,38,1,3,15100,5033.333333333333,4896.51236425819,889
PAYMENT,1,38,1,92,1098885,11944.402173913044,19114.11228320427,889
TRANSFER,1,38,1,189,2765240,14630.89947089947,45294.86912591157,889
CASH_IN,1,38,2,2,21550,10775.0,12339.013331705255,890
CASH_OUT,1,38,2,4,7200,1800.0,957.427107756338,890
PAYMENT,1,38,2,65,1186465,18253.30769230769,62583.873429962725,890
TRANSFER,1,38,2,158,1862150,11785.759493670887,28224.47764957697,890
CASH_IN,1,38,3,1,1450,1450.0,0.0,891
PAYMENT,1,38,3,69,941065,13638.623188405798,19030.61374400658,891
TRANSFER,1,38,3,93,1018465,10951.236559139785,19282.866094359437,891
CASH_IN,1,38,4,1,2050,2050.0,0.0,892
CASH_OUT,1,38,4,2,22550,11275.0,13046.120112891802,892
PAYMENT,1,38,4,49,1526780,31158.775510204083,95653.80835950926,892
TRANSFER,1,38,4,101,1423600,14095.049504950495,31073.998338603367,892
CASH_IN,1,38,5,2,7100,3550.0,2121.3203435596424,893
PAYMENT,1,38,5,138,4228145,30638.731884057972,101290.48525736318,893
TRANSFER,1,38,5,1936,96356045,49770.684400826445,109970.84456775265,893
CASH_IN,1,38,6,2,5100,2550.0,707.1067811865476,894
CASH_OUT,1,38,6,6,180600,30100.0,51501.058241554616,894
PAYMENT,1,38,6,92,5407220,58774.13043478261,225871.15903751377,894
TRANSFER,1,38,6,734,36329230,49494.86376021798,89833.3702033716,894
CASH_IN,1,38,7,1,505,505.0,0.0,895
CASH_OUT,1,38,7,3,40600,13533.333333333334,14693.564350875975,895
PAYMENT,1,38,7,129,3341160,25900.46511627907,64494.78912587707,895
TRANSFER,1,38,7,144,2717150,18869.097222222223,48191.64736137446,895
CASH_OUT,1,38,8,2,16550,8275.0,4560.838738653231,896
PAYMENT,1,38,8,171,7110560,41582.22222222222,174728.24905878937,896
TRANSFER,1,38,8,227,4379640,19293.568281938326,76627.1752411709,896
CASH_IN,1,38,9,5,26655,5331.0,5094.794402132436,897
CASH_OUT,1,38,9,13,155430,11956.153846153846,18907.68397083645,897
DEBIT,1,38,9,7,427000,61000.0,43877.67085887764,897
PAYMENT,1,38,9,227,31522670,138866.38766519824,668787.6922502965,897
TRANSFER,1,38,9,1055,43031815,40788.450236966826,131358.91682180125,897
CASH_IN,1,38,10,7,83450,11921.42857142857,11127.026300216707,898
CASH_OUT,1,38,10,11,365850,33259.09090909091,43500.044932056204,898
DEBIT,1,38,10,10,6297550,629755.0,1130902.8424842202,898
PAYMENT,1,38,10,281,21491940,76483.77224199288,294725.19741460256,898
TRANSFER,1,38,10,748,31353880,41916.95187165775,141095.26779867944,898
CASH_IN,1,38,11,3,32355,10785.0,17078.917559377118,899
CASH_OUT,1,38,11,12,140710,11725.833333333334,10946.905090508735,899
DEBIT,1,38,11,6,5819500,969916.6666666666,1778859.758853032,899
PAYMENT,1,38,11,353,56248940,159345.43909348443,713861.7853580769,899
TRANSFER,1,38,11,857,37940060,44270.78179696616,122282.35813911723,899
CASH_IN,1,38,12,2,32550,16275.0,20117.187924757276,900
CASH_OUT,1,38,12,10,160500,16050.0,15069.487199120096,900
DEBIT,1,38,12,7,8897900,1271128.5714285714,2150976.0791822597,900
PAYMENT,1,38,12,300,17447370,58157.9,184377.13529245483,900
TRANSFER,1,38,12,690,23866860,34589.65217391304,135043.5943172955,900
CASH_IN,1,38,13,10,83750,8375.0,7685.3486149512655,901
CASH_OUT,1,38,13,18,1132750,62930.555555555555,210461.34976933894,901
DEBIT,1,38,13,6,4019000,669833.3333333334,834273.1367284139,901
PAYMENT,1,38,13,319,30849080,96705.57993730408,400429.0028899028,901
TRANSFER,1,38,13,961,32402515,33717.497398543186,59924.658589246515,901
CASH_IN,1,38,14,2,4100,2050.0,1414.213562373095,902
CASH_OUT,1,38,14,7,64850,9264.285714285714,7621.00793233821,902
DEBIT,1,38,14,8,5028650,628581.25,1005005.0120477367,902
PAYMENT,1,38,14,417,33220415,79665.26378896882,406404.2750842825,902
TRANSFER,1,38,14,954,40237140,42177.29559748428,189842.5590714807,902
CASH_IN,1,38,15,6,40700,6783.333333333333,7464.962603165984,903
CASH_OUT,1,38,15,9,122525,13613.888888888889,13061.244623354663,903
DEBIT,1,38,15,4,353500,88375.0,92695.17696910306,903
PAYMENT,1,38,15,391,22171005,56703.33759590793,250287.43401731717,903
